Column 1,Column 2,Column 3,Column 4,Column 5
950 €/m,"block of flats, 44.5 m²",2h+kk,"Espoo
    , Leppävaara 
 
    , Linnatullinkatu 1",Available immediately
"1,195 €/m","block of flats, 65 m²",3h+kt,"Espoo
    , Saunalahti 
 
    , Magneettikatu 8 A",Available from 1/1/22
"1,045 €/m","block of flats, 47.5 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Haukilahdenkatu 1 A",Available from 1/1/22
827 €/m,"block of flats, 45.5 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Henttaan puistokatu 8 A",Available from 1/1/22
720 €/m,"block of flats, 28 m²",1h+avok+kph+lp,"Espoo
    , Pohjois-Tapiola 
 
    , Tietäjäntie 4 B",Available from 12/1/21
"1,099 €/m","block of flats, 56 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Merituulentie 38 A",Available from 1/1/22
730 €/m,"block of flats, 30.5 m²",1H+KT+ransk.parveke,"Espoo
    , Kirkkojärvi 
 
    , Reviisorinkatu 8 A",Available immediately
"1,165 €/m","block of flats, 65.5 m²",3h+k,"Espoo
    , Olari 
 
    , Kuvastimentie 1 F",Available from 1/1/22
"1,350 €/m","block of flats, 69.5 m²","3h, k, vh, kh, lasitettu parve","Espoo
    , Olari 
 
    , Piispanportti 9",Available from 12/15/21
965 €/m,"block of flats, 45 m²",2h+kt,"Espoo
    , Pohjois-Tapiola 
 
    , Metsänpojankuja 5",
895 €/m,"block of flats, 42.5 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Niittykatu 1 E-F",Available from 1/3/22
835 €/m,"block of flats, 27.5 m²",1h+kt,"Espoo
    , Pohjois-Tapiola 
 
    , Metsänpojankuja 5",
920 €/m,"block of flats, 38.5 m²",2h+kt,"Espoo
    , Pohjois-Tapiola 
 
    , Metsänpojankuja 5",
765 €/m,"block of flats, 28.5 m²",1h+kt,"Espoo
    , Niittykumpu 
 
    , Niittykatu 1 C-D",Available from 1/3/22
670 €/m,"block of flats, 26 m²","1H,KT","Espoo
    , Nöykkiö 
 
    , Eestinlaakso 11",Available from 1/1/22
"1,099 €/m","block of flats, 58.5 m²",3h+kt+s,"Espoo
    , Suurpelto 
 
    , Likusterikatu 1 D",Available from 12/1/21
"1,395 €/m","block of flats, 84 m²",4h+k+s,"Espoo
    , Soukka 
 
    , Soukankaari 12 A",Available from 2/1/22
835.85 €/m,"block of flats, 63.5 m²",2h+kt+s,"Espoo
    , Kurttila 
 
    , Nahkasuutarintie 11",Available from 1/1/22
790 €/m,"block of flats, 60 m²",2h+k+kph+p,"Espoo
    , Olari 
 
    , Kuunsirppi 2",Available from 1/1/22
812 €/m,"block of flats, 35.5 m²",1H+KT,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 31",Available from 1/1/22
"1,037 €/m","block of flats, 52.5 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 5",Available from 1/1/22
"1,579 €/m","row house, 100 m²",4H+K+S,"Espoo
    , Saarniraivio 
 
    , Saarniraiviontie 5",Available from 1/1/22
"1,254 €/m","block of flats, 76 m²",3h+k+s,"Espoo
    , Lintuvaara 
 
    , Kiskottajankuja 2 C",Available from 1/1/22
938 €/m,"block of flats, 46 m²",2h+kt,"Espoo
    , Matinkylä 
 
    , Matinkallio 7 B",Available from 1/1/22
"1,234 €/m","block of flats, 47 m²",2h+kt+s,"Espoo
    , Tapiola 
 
    , Revontulentie 1 B",Available from 1/1/22
777 €/m,"block of flats, 32 m²",1h+kk,"Espoo
    , Haukilahti 
 
    , Kiiskenevä 2 A",Available from 1/1/22
920 €/m,"block of flats, 43 m²",2h+kk+s,"Espoo
    , Mäkkylä 
 
    , Adjutantinkatu 3 A",Available from 1/1/22
"1,245.92 €/m","row house, 111 m²",5H+K+S,"Espoo
    , Niipperi 
 
    , Juvanpuistonkuja",Available from 2/27/22
499.86 €/m,"block of flats, 44 m²",2H+KK,"Espoo
    , Jouppi 
 
    , Joupinmäenkulma 3",Available from 12/1/21
988 €/m,"block of flats, 60.5 m²",2h+k+s,"Espoo
    , Tuomarila 
 
    , Lyhtykuja 2",Available immediately
898 €/m,"block of flats, 44.5 m²",3h+avok+kph+lasit.p,"Espoo
    , Espoonlahti 
 
    , Kipparinkatu 4 A",Available from 12/31/21
"1,010 €/m","block of flats, 53.5 m²",2H+K,"Espoo
    , Espoon keskus 
 
    , Asemakuja 1",Available from 1/1/22
693 €/m,"block of flats, 34.5 m²",1H+KK,"Espoo
    , Suvela 
 
    , Kirstintie 28",Available from 12/1/21
757 €/m,"block of flats, 33.5 m²",1h+kt+kh+alk,"Espoo
    , Painiitty 
 
    , Lotankatu 5 A",Available from 1/1/22
895 €/m,"block of flats, 44 m²",2h + avok + kph + s + lasitett,"Espoo
    , Leppävaara 
 
    , Rummunlyöjänkatu 11 A",Available from 1/1/22
"1,030 €/m","block of flats, 44 m²","2h, k, kph, s, p","Espoo
    , Tapiola 
 
    , Revontulentie 6 A",Available from 1/1/22
971.82 €/m,"block of flats, 51.5 m²",2h+kk+parv,"Espoo
    , Kivenlahti 
 
    , Meriusva 1",Available from 12/1/21
933.42 €/m,"block of flats, 48 m²",2h+k+s+parv,"Espoo
    , Matinkylä 
 
    , Matinkallio 2",Available immediately
"1,025.18 €/m","block of flats, 56.5 m²",2h+k+s+parv,"Espoo
    , Matinkylä 
 
    , Matinkallio 2",Available immediately
"1,213.29 €/m","block of flats, 67 m²",3h+k+s+parv,"Espoo
    , Matinkylä 
 
    , Matinkallio 2",Available immediately
979.12 €/m,"block of flats, 56.5 m²",2h+k+s+parv,"Espoo
    , Matinkylä 
 
    , Matinkallio 2",Available immediately
821 €/m,"block of flats, 30 m²",1H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available from 1/1/22
"1,260 €/m","block of flats, 72 m²",4h+kt+s,"Espoo
    , Kauklahti 
 
    , Valkamanpelto 3",Available from 1/3/22
864 €/m,"block of flats, 46.5 m²",2h+kk+s,"Espoo
    , Lintuvaara 
 
    , Lintuvaarantie 21",Available from 1/3/22
"1,211 €/m","block of flats, 79.5 m²",3h+k+s,"Espoo
    , Lintuvaara 
 
    , Lintuvaarantie 21",Available from 1/3/22
920 €/m,"block of flats, 44.5 m²",2h+k+kph+las.p,"Espoo
    , Matinkylä 
 
    , Matinniitynkuja 7 B",Available from 1/1/22
795 €/m,"block of flats, 43 m²",2h+avok+kph+s+lasitettu terass,"Espoo
    , Suurpelto 
 
    , Klariksentie 4 C",Available from 12/1/21
"1,169 €/m","block of flats, 76 m²",3h+k,"Espoo
    , Laajalahti 
 
    , Heinjoenpolku 2 A-F C",Available from 1/1/22
"1,239 €/m","block of flats, 65 m²",3h+k,"Espoo
    , Tapiola 
 
    , Kaskenkaatajantie 5 D",Available from 1/1/22
970 €/m,"block of flats, 42 m²",2H+KT,"Espoo
    , Niittykumpu 
 
    , Niittykatu 15",Available from 12/1/21
"1,149 €/m","block of flats, 77 m²",3H+K,"Espoo
    , Suvela 
 
    , Kirstinharju 23",Available from 1/1/22
933 €/m,"block of flats, 49.5 m²",2H+KT,"Espoo
    , Kilo 
 
    , Nihtitorpankuja 3",Available from 1/1/22
795 €/m,"block of flats, 43.5 m²",2h+avok+kph+lasitettu parveke,"Espoo
    , Espoonlahti 
 
    , Tyrskyvuori 2 B",Available from 1/1/22
995 €/m,"block of flats, 56.5 m²",2 h + k + sauna + terassiparve...,"Espoo
    , Kivenlahti 
 
    , Merivalkama 14",Available from 1/1/22
878 €/m,"block of flats, 51.5 m²",2h+avok+kph+lasit.p,"Espoo
    , Haukilahti 
 
    , Haukilahdenranta 21 C",Available immediately
918 €/m,"block of flats, 45 m²","2h, avok, s, kph, las.parv","Espoo
    , Leppävaara 
 
    , Puuportti 2 A",Available from 1/1/22
688 €/m,"block of flats, 33.5 m²",1h+alk+kk+kph+lp,"Espoo
    , Matinkylä 
 
    , Sepetlahdentie 7 A",Available immediately
"1,103 €/m","block of flats, 65.5 m²",3h+kk+s,"Espoo
    , Niittymaa 
 
    , Malmiportti 4 C",Available from 1/1/22
880 €/m,"block of flats, 45 m²",2H+KT+P,"Espoo
    , Olari 
 
    , Puolikuu 2 D",Available from 12/1/21
695 €/m,"block of flats, 24 m²",1h+kk,"Espoo
    , Laajalahti 
 
    , Kirvuntie 18 A-B B",Available from 1/1/22
790 €/m,"block of flats, 31 m²",1 h + kt + alkovi,"Espoo
    , Niittykumpu 
 
    , Riihitontuntie 16 A",Available from 12/18/21
532.79 €/m,"block of flats, 34.5 m²",1H+KK,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 3 C-E",Available immediately
740 €/m,"block of flats, 30 m²",1H+KT+ranskalainen parveke,"Espoo
    , Suvela 
 
    , Kirstinmäki 6",Available from 2/1/22
949 €/m,"block of flats, 47.5 m²",2H+KK+S,"Espoo
    , Espoon keskus 
 
    , Kiltakuja 1",Available immediately
859 €/m,"block of flats, 51.4 m²",2h+k,"Espoo
    , Viherlaakso 
 
    , Viherlaaksonranta 7 E",Available from 1/1/22
869 €/m,"block of flats, 50.5 m²",2h+kk,"Espoo
    , Soukka 
 
    , Soukankaari 13 B",Available from 1/1/22
941 €/m,"block of flats, 43 m²",2H+KT,"Espoo
    , Saunalahti 
 
    , Reelinkikatu 2",Available from 1/1/22
"1,499 €/m","block of flats, 68 m²",3h+k+vh+lasitettu parveke,"Espoo
    , Haukilahti 
 
    , Hauenkalliontie 12-14 D",Available immediately
805 €/m,"block of flats, 36 m²",1h+kk,"Espoo
    , Olari 
 
    , Kuvastimentie 1 F",Available from 1/1/22
773.63 €/m,"block of flats, 49.5 m²",2H+KK,"Espoo
    , Suurpelto 
 
    , Maakirjantie 2",Available from 2/26/22
"1,017 €/m","block of flats, 85 m²",3H+K,"Espoo
    , Kivenlahti 
 
    , Meripoiju 1",Available from 1/1/22
838 €/m,"block of flats, 44 m²",1H+KK,"Espoo
    , Espoon keskus 
 
    , Asemakuja 1",Available from 12/1/21
"1,197 €/m","block of flats, 65 m²",3H+KK,"Espoo
    , Leppävaara 
 
    , Leirikaari 24",Available from 1/1/22
839 €/m,"block of flats, 32.5 m²",1 h alk + kk + khp + p,"Espoo
    , Tapiola 
 
    , Kaupinkalliontie 3 A",Available immediately
"1,264 €/m","block of flats, 60.5 m²",3h+kt,"Espoo
    , Niittykumpu 
 
    , Niittyportinpolku 2 A",Available from 1/1/22
"1,020 €/m","block of flats, 66 m²",3h+k+p,"Espoo
    , Leppävaara 
 
    , Vermonrinne 24",Available immediately
797 €/m,"block of flats, 49.5 m²",2h+kt,"Espoo
    , Kilo 
 
    , Nihtitorpankuja 7",Available from 1/3/22
775 €/m,"block of flats, 41 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 15 B",Available from 1/3/22
839 €/m,"block of flats, 47 m²",2h+kk,"Espoo
    , Karakallio 
 
    , Kotkatie 6 L",Available from 1/1/22
"1,485 €/m","block of flats, 68.5 m²",3h+k+s,"Espoo
    , Tapiola 
 
    , Elosalamantie 2 G",Available from 1/1/22
999 €/m,"block of flats, 50.5 m²",2h+kt,"Espoo
    , Matinkylä 
 
    , Matinniitynkuja 8 A",Available from 12/16/21
"2,525 €/m","block of flats, 65 m²","3h, tk, kph, s, p","Espoo
    , Olari 
 
    , Piispanpiha 4",Available from 12/1/21
"1,421 €/m","block of flats, 28 m²",,"Espoo
    , Lasilaakso 
 
    , Lasiportti 2",Available from 12/27/21
"1,836 €/m","block of flats, 55 m²","2h, k, kph, p","Espoo
    , Leppävaara 
 
    , Nikkarinkuja 5",Available from 12/31/21
543 €/m,"block of flats, 13 m²","1h, jaettu kph, yhteistilat","Espoo
    , Kivenlahti 
 
    , Aallonhuippu 4",Available immediately
822 €/m,"block of flats, 31 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 6",Available from 1/1/22
879 €/m,"block of flats, 40 m²",2h+k,"Espoo
    , Tapiola 
 
    , Jousenkaari 5 A",Available from 1/1/22
"1,199 €/m","block of flats, 74.5 m²",3h+k+s,"Espoo
    , Leppävaara 
 
    , Kyyhkysmäki 9 C",Available from 1/1/22
899 €/m,"block of flats, 59 m²",2h+k,"Espoo
    , Soukka 
 
    , Soukankaari 13 E",Available from 1/1/22
749 €/m,"block of flats, 40.5 m²",1h+k,"Espoo
    , Kilo 
 
    , Kilonkallionkuja 5 B",Available from 12/1/21
"1,135 €/m","block of flats, 59 m²",3h+kt,"Espoo
    , Vermonniitty 
 
    , Anna Sahlsténin katu 10",Available from 1/3/22
699 €/m,"block of flats, 24.5 m²",1h + kt + kph + ransk. parv.,"Espoo
    , Niittykumpu 
 
    , Niittykatu 10 E",Available from 12/1/21
724.71 €/m,"block of flats, 48.5 m²",2H+KK+S,"Espoo
    , Leppävaara 
 
    , Säterinkuja 1 A 20",Available from 12/11/21
850 €/m,"block of flats, 55 m²",2h + k + lasit. p s,"Espoo
    , Suvela 
 
    , Joupinmäenrinne 3",Available immediately
"1,195 €/m","block of flats, 51.5 m²",2 h + k + s,"Espoo
    , Matinkylä 
 
    , Puolikkotie 6",Available immediately
886.31 €/m,"block of flats, 53 m²",2H+K,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 7",Available immediately
761.44 €/m,"block of flats, 43.5 m²",2H+KK,"Espoo
    , Espoon keskus 
 
    , Lyhtykuja 4",Available immediately
877.7 €/m,"block of flats, 53 m²",2H+K,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 7",Available immediately
950 €/m,"block of flats, 53 m²",2 h + k + s + parveke,"Espoo
    , Olari 
 
    , Komeetankuja 3",Available immediately
"1,500 €/m","block of flats, 83 m²",3 h + k + s + p,"Espoo
    , Olari 
 
    , Kuusikallionkuja 4",Available immediately
949 €/m,"block of flats, 51 m²",2h+kk,"Espoo
    , Matinkylä 
 
    , Matinpuronkuja 2 C",Available from 1/1/22
854 €/m,"row house, 49 m²",2h+kk+s,"Espoo
    , Saunalahti 
 
    , Pohjoisviitta 1 B",Available from 12/1/21
"1,253 €/m","block of flats, 74.5 m²",3h+k,"Espoo
    , Matinkylä 
 
    , Matinpuronkuja 2 C",Available from 1/1/22
720 €/m,"block of flats, 29 m²",1h+kt,"Espoo
    , Suurpelto 
 
    , Suurpellon puistokatu 7 A",Available from 1/1/22
739 €/m,"block of flats, 33.5 m²",2h+kt,"Espoo
 
    , Suviniitynkatu 4 B",Available on agreement
880 €/m,"block of flats, 38 m²",2h+avok+kph+ranskalainen parve,"Espoo
    , Niittykumpu 
 
    , Riihitontuntie 16 B",Available from 12/29/21
838.86 €/m,"block of flats, 61.5 m²",3 h + kt,"Espoo
    , Saunalahti 
 
    , Paapuuri 2",Available from 1/1/22
848 €/m,"block of flats, 41.5 m²",2H+KT,"Espoo
    , Saunalahti 
 
    , Saunalahdenkatu 2",Available from 1/1/22
"1,272.03 €/m","block of flats, 72 m²",3h+k+parv,"Espoo
    , Tapiola 
 
    , Ukonvaaja 4",Available from 12/1/21
829 €/m,"block of flats, 55 m²",2+k,"Espoo
    , Soukka 
 
    , Alakartanontie 4 B",Available from 1/1/22
820 €/m,"block of flats, 56 m²","2h, avokeittiö, kh, sauna, las","Espoo
    , Saunalahti 
 
    , Myötätuulenkatu 8",Available immediately
"1,059 €/m","block of flats, 55 m²",2h+k+s,"Espoo
    , Leppävaara 
 
    , Porarinkatu 2 E",Available from 1/1/22
730 €/m,"block of flats, 27 m²",1h+kt+ransk.,"Espoo
    , Leppävaara 
 
    , Mestarinkatu 5",Available from 1/1/22
830 €/m,"block of flats, 44.5 m²","2h,kk,s,p","Espoo
    , Espoonlahti 
 
    , Amiraalin puistotie 8",Available from 1/1/22
"1,290 €/m","block of flats, 62 m²",3h+kt+parv.,"Espoo
    , Leppävaara 
 
    , Mestarinkatu 5",Available from 1/1/22
795 €/m,"block of flats, 41.5 m²","2h,kt,kh,rp","Espoo
    , Espoon keskus 
 
    , Reviisorinkatu 8",Available from 12/1/21
849.48 €/m,"block of flats, 52.5 m²",1H+K,"Espoo
    , Suurpelto 
 
    , Klariksentie 2",Available immediately
"1,159 €/m","block of flats, 59.5 m²",3H+K+S+P,"Espoo
    , Leppävaara 
 
    , Ratsukatu 4 B",Available from 1/1/22
"1,359 €/m","block of flats, 66 m²",3h+kt,"Espoo
    , Niittykumpu 
 
    , Merituulentie 38 A",Available from 1/1/22
"1,125 €/m","block of flats, 73 m²",3h+k+s,"Espoo
    , Rastaspuisto 
 
    , Tähtimötie 2 B",Available from 1/1/22
695 €/m,"block of flats, 24.5 m²",1h+kt+p,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available from 1/3/22
844 €/m,"block of flats, 33.5 m²",2h+kt+ransk,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
827 €/m,"block of flats, 33.5 m²",2h+kt+ransk,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
790 €/m,"block of flats, 47.5 m²","2h, kk, vh, parveke","Espoo
 
    , Joupintie 8 A",Available from 1/1/22
750 €/m,"block of flats, 34.5 m²",1h + k + lasitettu parveke,"Espoo
    , Laajalahti 
 
    , Heinjoenpolku 1",Available from 2/28/22
839 €/m,"block of flats, 31 m²",1h+kt,"Espoo
    , Niittykumpu 
 
    , Merituulentie 38 A",Available from 1/1/22
664.51 €/m,"block of flats, 43.5 m²",2H+KK,"Espoo
    , Ymmersta 
 
    , Ullantorppa 2",Available from 1/1/22
747.78 €/m,"block of flats, 36.5 m²",1H+KT,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 11",Available from 1/1/22
695 €/m,"block of flats, 25.6 m²",1h+kk+kph,"Espoo
    , Haukilahti 
 
    , Hauenkalliontie 8 D",Available immediately
635 €/m,"block of flats, 30 m²",1h+kk+kph+parveke,"Espoo
    , Matinkylä 
 
    , Sepetlahdentie 14 D",Available immediately
730 €/m,"block of flats, 31 m²",1h+kt,"Espoo
    , Ymmersta 
 
    , Ullanmäentie 14",Available from 1/15/22
680 €/m,"block of flats, 28 m²",1h + kk,"Espoo
    , Iivisniemi 
 
    , Iivisniemenkatu 4 A 18",Available immediately
"1,295 €/m","block of flats, 69 m²",3h+kt+s,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 2",Available from 1/3/22
650 €/m,"block of flats, 32 m²",1h+kt+alk.,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 8",Available immediately
"1,475 €/m","block of flats, 82.5 m²",4h+kt+s,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 2",Available from 1/3/22
678 €/m,"block of flats, 29.5 m²",1h+kk+kph,"Espoo
    , Pohjois-Tapiola 
 
    , Visamäki 5 D",Available immediately
840 €/m,"block of flats, 40.5 m²",2h+k,"Espoo
    , Espoonlahti 
 
    , Amiraalin Puistotie 10",Available immediately
690 €/m,"block of flats, 29 m²",1h+kt,"Espoo
    , Ymmersta 
 
    , Ullanmäentie 14",Available from 1/3/22
"1,279 €/m","block of flats, 66 m²",3h+kt+s,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 2",Available from 1/3/22
"1,320 €/m","block of flats, 69 m²",3h+kt+s,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 2",Available from 1/3/22
820 €/m,"block of flats, 44 m²",2h+kk,"Espoo
    , Tuomarila 
 
    , Ratalaaksonkuja 14",Available from 1/5/22
650 €/m,"block of flats, 32 m²",1h+kt+alk.,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 8",Available from 12/1/21
"1,320 €/m","block of flats, 69.5 m²",3h+kt+s,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 2",Available from 12/1/21
820 €/m,"block of flats, 40 m²",1h + avok + alk + lasit. p,"Espoo
    , Otaniemi 
 
    , Otakuja 3",Available immediately
"1,350 €/m","block of flats, 84.5 m²",4h+kt,"Espoo
    , Saunalahti 
 
    , Saunalahdenkatu 1 A",Available from 1/1/22
922 €/m,"block of flats, 46 m²",2h+kt,"Espoo
    , Matinkylä 
 
    , Matinkallio 7 B",Available from 1/1/22
"1,343 €/m","block of flats, 83.5 m²",4h+kt,"Espoo
    , Saunalahti 
 
    , Saunalahdenkatu 1 B",Available from 1/1/22
895 €/m,"block of flats, 46 m²",2h+kt+s,"Espoo
    , Saunalahti 
 
    , Reelinkikuja 3 B",Available from 1/1/22
925 €/m,"block of flats, 59.5 m²",2h+k,"Espoo
    , Matinkylä 
 
    , Leenankuja 2 H",Available immediately
900 €/m,"block of flats, 52 m²",2h + k,"Espoo
    , Tapiola 
 
    , Jousenkaari 9",Available from 12/1/21
720 €/m,"balcony access block, 24 m²",1h + kt + parvi,"Espoo
    , Kauklahti 
 
    , Bassenkuja 1",Available from 12/1/21
720 €/m,"block of flats, 24 m²",1h + ak + p,"Espoo
    , Kauklahti 
 
    , Bassenkuja 1",Available from 12/1/21
905 €/m,"block of flats, 44 m²",2H+KK+S,"Espoo
    , Espoon keskus 
 
    , Kiltakuja 5",Available from 12/1/21
979 €/m,"block of flats, 54.5 m²",2H+K+S,"Espoo
    , Espoon keskus 
 
    , Kiltakuja 5",Available from 12/1/21
946 €/m,"block of flats, 51 m²",2H+KK+S,"Espoo
    , Espoon keskus 
 
    , Kiltakuja 5",Available immediately
795 €/m,"block of flats, 55 m²","2 h, k, kh, p (yhtiöjärjestyks","Espoo
    , Karakallio 
 
    , Karakallionkuja 3 B",Available immediately
808.47 €/m,"block of flats, 59 m²",2h+kt+s,"Espoo
    , Kurttila 
 
    , Nahkasuutarintie 11",Available from 1/1/22
"1,200 €/m","block of flats, 60 m²",3h+kt+parveke,"Espoo
    , Kilo 
 
    , Multahaankuja 8",Available from 12/1/21
996 €/m,"block of flats, 49.5 m²",2H+KT,"Espoo
    , Kilo 
 
    , Nihtitorpankuja 3",Available immediately
849 €/m,"block of flats, 59 m²",2h+k,"Espoo
    , Karakallio 
 
    , Kotkatie 6 E",Available from 1/4/22
938 €/m,"block of flats, 46.5 m²",2h+kt,"Espoo
 
    , Piispanpiha 5 B",Available from 1/1/22
930.36 €/m,"block of flats, 58 m²",3H+KT+VT,"Espoo
    , Karakallio 
 
    , Karakalliontie 1 L",Available immediately
695 €/m,"block of flats, 34.5 m²",1h+kt+p,"Espoo
    , Saunalahti 
 
    , Tyyrpuuri 2",Available immediately
887 €/m,"block of flats, 46 m²",2H+KK+S,"Espoo
    , Ymmersta 
 
    , Ullantorpantie 3",Available immediately
"1,029 €/m","block of flats, 74.5 m²","3h, k, kph, vh","Espoo
    , Matinkylä 
 
    , Leilankuja 4","Available immediately|Display 11/29/21 
                  
                    5:00 PM"
824 €/m,"block of flats, 43 m²",2h+avokt+kph+lasit.p,"Espoo
    , Espoon keskus 
 
    , Kirkkojärventie 10 B",Available from 1/1/22
858 €/m,"block of flats, 39.5 m²",2H+KT,"Espoo
    , Espoon keskus 
 
    , Kirkkojärventie 10",Available from 12/1/21
982 €/m,"block of flats, 44.5 m²",2H+KT,"Espoo
    , Niittykumpu 
 
    , Niittykatu 15",Available from 1/1/22
946 €/m,"block of flats, 51 m²",2H+KK+S,"Espoo
    , Tiistilä 
 
    , KALAONNENTIE 3 A",Available from 1/1/22
"1,643.87 €/m","row house, 109 m²",5H+K+S,"Espoo
    , Nuottalahti 
 
    , Nuottalahdentie 30",Available from 2/19/22
"1,761.6 €/m","detached house, 120 m²",5H+K+S,"Espoo
    , Nuottalahti 
 
    , Verkkokuja 6-8",Available from 2/11/22
940 €/m,"block of flats, 50 m²",2H+KT,"Espoo
    , Suurpelto 
 
    , Suurpellon Puistokatu 12",Available immediately
695 €/m,"block of flats, 35 m²",1h+k+parv,"Espoo
    , Kivenlahti 
 
    , Merivirta 7",Available from 12/1/21
"1,029 €/m","block of flats, 52.5 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 5",Available from 1/4/22
890 €/m,"block of flats, 38.5 m²",1h+alk+kk,"Espoo
    , Mäkkylä 
 
    , Adjutantinkatu 3 C",Available from 1/1/22
773.07 €/m,"block of flats, 34.5 m²",1H+KK,"Espoo
    , Leppävaara 
 
    , Leppäviita 5",Available from 1/1/22
780.37 €/m,"block of flats, 38 m²",2H+KT,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 11",Available from 1/1/22
899 €/m,"block of flats, 46 m²",2h+kk+s,"Espoo
    , Leppävaara 
 
    , Huvilinnantie 6 A",Available from 12/1/21
910.38 €/m,"block of flats, 71 m²",3 h + kt,"Espoo
    , Saunalahti 
 
    , Paapuuri 2",Available from 1/1/22
745 €/m,"block of flats, 33 m²",1h+kt,"Espoo
    , Vermonniitty 
 
    , Anna Sahlsténin katu 10",Available from 1/3/22
763.78 €/m,"block of flats, 60.5 m²",2h+kk+s,"Espoo
    , Vanttila 
 
    , Puusorvarintie 3",Available from 2/19/22
790 €/m,"block of flats, 55 m²",2h+k+kph+lp,"Espoo
    , Viherkallio 
 
    , Viherkallionkuja 3 HH",Available immediately
473 €/m,"block of flats, 7 m²",Omahuone,"Espoo
    , Kivenlahti 
 
    , Aallonhuippu 4",Available from 12/31/21
799 €/m,"block of flats, 47 m²",2h+kk,"Espoo
    , Karakallio 
 
    , Kotkatie 6 H",Available from 1/1/22
"1,199 €/m","block of flats, 52 m²",2h+kk+s+ap,"Espoo
    , Tapiola 
 
    , Tuulikuja 4 D",Available from 1/1/22
950 €/m,"block of flats, 45.5 m²",2h+avok,"Espoo
    , Tapiola 
 
    , Tornitaso 3",Available immediately
750 €/m,"block of flats, 29.5 m²",1H + KT + ALK,"Espoo
    , Espoonlahti 
 
    , Kipparinkatu 4 A",Available from 1/1/22
780 €/m,"block of flats, 33 m²",1h+kt+alkovi+ lasitettu parvek...,"Espoo
    , Kivenlahti 
 
    , Marinportti 5  B 38",Available from 1/1/22
"1,300 €/m","block of flats, 68 m²",3h+kt+s,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 1",
865 €/m,"block of flats, 37 m²",1h+kt,"Espoo
    , Matinkylä 
 
    , Koronakatu 1 B",Available on agreement
820 €/m,"block of flats, 34 m²",1h+kt,"Espoo
    , Matinkylä 
 
    , Koronakatu 1 B",Available on agreement
960 €/m,"block of flats, 46.5 m²",2h+kt,"Espoo
    , Matinkylä 
 
    , Koronakatu 1 B",Available on agreement
950 €/m,"block of flats, 46.5 m²",2h+kt,"Espoo
    , Matinkylä 
 
    , Koronakatu 1 B",Available on agreement
930 €/m,"block of flats, 44 m²",2h+kt,"Espoo
    , Matinkylä 
 
    , Koronakatu 1 B",Available on agreement
