Column 1,Column 2,Column 3,Column 4,Column 5
943 €/m,"block of flats, 46 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 4",Available from 1/1/22
907 €/m,"block of flats, 46 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 4",Available from 1/1/22
761 €/m,"block of flats, 29.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 4",Available from 1/1/22
796 €/m,"block of flats, 32 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 4",Available from 1/1/22
925 €/m,"block of flats, 46 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 4",Available from 1/1/22
943 €/m,"block of flats, 46 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 4",Available from 1/1/22
782 €/m,"block of flats, 32 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 4",Available from 1/1/22
774 €/m,"block of flats, 32 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 4",Available from 1/1/22
907 €/m,"block of flats, 46 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 4",Available from 1/1/22
774 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 4",Available from 1/1/22
"2,525 €/m","block of flats, 74 m²","3h, ak, kph, s, wc, p","Espoo
    , Olari 
 
    , Piispanpiha 4",Available from 12/31/21
860 €/m,"block of flats, 45.5 m²",2h+kk+s,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 21 E",Available immediately
995 €/m,"block of flats, 50 m²",2h+kt,"Espoo
    , Leppävaara 
 
    , Linnatullinkatu 1",Available immediately
"1,095 €/m","block of flats, 50 m²",2h+kt,"Espoo
    , Leppävaara 
 
    , Linnatullinkatu 1",Available immediately
"1,321.49 €/m","row house, 108 m²",5H+K+S,"Espoo
    , Miilukorpi 
 
    , Pihkakuja 4 D 14",Available immediately
"2,025 €/m","block of flats, 80 m²","3h, k, kph, p","Espoo
    , Matinkylä 
 
    , Liisankuja 4",Available from 12/7/21
915 €/m,"block of flats, 52.5 m²",2h+k,"Espoo
    , Haukilahti 
 
    , Kiiskenevä 2 B",Available immediately
"1,220 €/m","block of flats, 62.5 m²",3h+kk+s,"Espoo
    , Mäkkylä 
 
    , Adjutantinkatu 3 B",Available immediately
845 €/m,"block of flats, 36.5 m²",1H+KK,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 25",Available immediately
"1,090 €/m","block of flats, 60 m²",3h+kt,"Espoo
    , Tuomarila 
 
    , Ratalaaksonkuja 14",Available immediately
794 €/m,"block of flats, 38.5 m²",1h+kt,"Espoo
    , Ymmersta 
 
    , Ullanmäentie 14",Available immediately
864.43 €/m,"block of flats, 46 m²",2H+KK,"Espoo
    , Saunalahti 
 
    , Kompassikatu 7",Available immediately
730 €/m,"block of flats, 32 m²",1h+kt,"Espoo
    , Sepänkylä 
 
    , Peuraniitty 1 D",Available immediately
810.96 €/m,"block of flats, 69.5 m²",3H+K+S,"Espoo
    , Suvela 
 
    , Joupinkuja 2","Available immediately|Display 12/1/21 
                  
                    2:00 PM"
"1,055 €/m","block of flats, 50.5 m²",2h+kt+s,"Espoo
    , Niittykumpu 
 
    , Niittykatu 1 C-D",Available immediately
"1,670 €/m","block of flats, 44.5 m²","2h, ak, kph, p","Espoo
    , Tapiola 
 
    , Elosalamantie 2",Available immediately
988 €/m,"block of flats, 46.5 m²",2H+KT,"Espoo
    , Kilo 
 
    , Kilonportti 3",Available immediately
975 €/m,"block of flats, 46.5 m²",2H+KT,"Espoo
    , Kilo 
 
    , Kilonportti 3",Available immediately
977 €/m,"block of flats, 46.5 m²",2H+KT,"Espoo
    , Kilo 
 
    , Kilonportti 3",Available immediately
915 €/m,"block of flats, 43.5 m²",2H+KT,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 25",Available immediately
845 €/m,"block of flats, 36.5 m²",1H+KK,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 25",Available immediately
890 €/m,"block of flats, 40.5 m²",2H+KK,"Espoo
    , Suurpelto 
 
    , Klariksentie 6",Available immediately
"1,290 €/m","block of flats, 33 m²","1h, kk, kph, wc","Espoo
    , Tapiola 
 
    , Mäntyviita 4",Available from 12/2/21
950 €/m,"block of flats, 37.5 m²",1-2h+k+p,"Espoo
    , Tapiola 
 
    , Menninkäisentie 5",Available immediately
800 €/m,"block of flats, 39 m²",2h+kk,"Espoo
    , Kilo 
 
    , Vanharaide 3 A",Available on agreement
850 €/m,"block of flats, 48.5 m²",2H+KK+S,"Espoo
    , Leppävaara 
 
    , Postipuuntie 10",Available immediately
"1,003 €/m","block of flats, 55 m²",2h+k+s,"Espoo
    , Painiitty 
 
    , Lotankatu 3",Available immediately
955 €/m,"block of flats, 45.5 m²",2H+KK+S,"Espoo
    , Matinkylä 
 
    , Markkinakatu 4 B",Available immediately
902 €/m,"block of flats, 44.5 m²",2h+kt,"Espoo
    , Olari 
 
    , Piispanpiha 7",Available immediately
846 €/m,"block of flats, 35 m²",1H+KT,"Espoo
    , Kivenlahti 
 
    , Marinkallio 8",Available immediately
980 €/m,"block of flats, 48.5 m²",2h+kk+s,"Espoo
    , Mäkkylä 
 
    , Adjutantinkatu 3 B",Available immediately
720 €/m,"block of flats, 29.5 m²",1h+kt+rp,"Espoo
    , Kilo 
 
    , Multahaankuja 8",Available immediately
972 €/m,"block of flats, 54 m²",2h+k+s,"Espoo
    , Lintuvaara 
 
    , Kyyhkysmäki 14 A",Available immediately
970 €/m,"block of flats, 53 m²",2h+k+s,"Espoo
    , Matinkylä 
 
    , Matinniitynkuja 6B",Available immediately
839.66 €/m,"block of flats, 71.5 m²",3H+K+S,"Espoo
    , Suvela 
 
    , Joupinmäensyrjä 8",Available immediately
"1,010 €/m","block of flats, 51.5 m²",2h+kk+s,"Espoo
    , Mäkkylä 
 
    , Adjutantinkatu 3 C",Available immediately
885 €/m,"block of flats, 49.5 m²",2H+KK,"Espoo
    , Suvela 
 
    , Kirstintie 17",Available immediately
720.77 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
852.84 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
504.4 €/m,"block of flats, 32.5 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
894.99 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
743.25 €/m,"block of flats, 53 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
876.72 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
861.27 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available from 10/31/22
"1,087.47 €/m","block of flats, 85 m²",5H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
502.99 €/m,"block of flats, 32 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
687.05 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
694.07 €/m,"block of flats, 49.5 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
699.69 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
694.07 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
720.77 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
483.32 €/m,"block of flats, 32 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
694.07 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
706.72 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
729.2 €/m,"block of flats, 49.5 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
"1,094.5 €/m","block of flats, 83 m²",4H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
861.27 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
706.72 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
"1,164.75 €/m","block of flats, 85 m²",5H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
"1,109.95 €/m","block of flats, 85 m²",5H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
500.18 €/m,"block of flats, 32.5 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
741.84 €/m,"block of flats, 49.5 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
"1,105.74 €/m","block of flats, 83 m²",4H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
699.69 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
490.35 €/m,"block of flats, 32.5 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
750.27 €/m,"block of flats, 53 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
722.17 €/m,"block of flats, 49.5 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
844.41 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
495.97 €/m,"block of flats, 32.5 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
886.56 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
519.85 €/m,"block of flats, 32.5 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
497.37 €/m,"block of flats, 32 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
"1,132.43 €/m","block of flats, 85 m²",5H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
834.57 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available from 10/31/22
511.42 €/m,"block of flats, 32 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
"1,073.42 €/m","block of flats, 83 m²",4H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
680.02 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
844.41 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
"1,121.19 €/m","block of flats, 85 m²",5H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
"1,142.27 €/m","block of flats, 85 m²",5H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
713.74 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
852.84 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
687.05 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
757.3 €/m,"block of flats, 53 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
"1,062.18 €/m","block of flats, 83 m²",4H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
886.56 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
493.16 €/m,"block of flats, 32 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
833.17 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
701.1 €/m,"block of flats, 49.5 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
708.12 €/m,"block of flats, 49.5 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
515.64 €/m,"block of flats, 32.5 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
868.29 €/m,"block of flats, 62 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
764.32 €/m,"block of flats, 53 m²",3H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
727.79 €/m,"block of flats, 49 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
"1,153.51 €/m","block of flats, 85 m²",5H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
"1,098.71 €/m","block of flats, 85 m²",5H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
529.69 €/m,"block of flats, 32.5 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
487.54 €/m,"block of flats, 32 m²",1H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
875 €/m,"block of flats, 55 m²",2h+k+s,"Espoo
 
    , Muurarinkuja 1 B",Available on agreement
687.05 €/m,"block of flats, 49.5 m²",2H+KT,"Espoo
    , Suvela 
 
    , Kirstinharju 2",Available immediately
"1,098 €/m","block of flats, 58 m²",2h+k,"Espoo
    , Tapiola 
 
    , Tietäjäntie 11 C",Available immediately
"1,095 €/m","block of flats, 50.5 m²",2h+kt,"Espoo
    , Leppävaara 
 
    , Linnatullinkatu 1",Available immediately
815 €/m,"block of flats, 49.5 m²",2h+kt,"Espoo
    , Kilo 
 
    , Nihtitorpankuja 7",Available immediately
925 €/m,"block of flats, 44.5 m²",2h+kk,"Espoo
    , Leppävaara 
 
    , Linnatullinkatu 1",
885 €/m,"block of flats, 49.5 m²",2H+KT,"Espoo
    , Suurpelto 
 
    , Suurpellon Puistokatu 12 C",Available immediately
"2,437 €/m","block of flats, 68 m²",,"Espoo
    , Haukilahti 
 
    , Hauenkalliontie 12-14",
811 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
"1,500 €/m","block of flats, 62 m²",2h + avok + p,"Espoo
    , Tapiola 
 
    , Hakarinne 2",Available from 10/1/22
819 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
806 €/m,"block of flats, 30 m²",1H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
814 €/m,"block of flats, 30 m²",1H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
969 €/m,"block of flats, 45 m²",2H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
827 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
"1,010 €/m","block of flats, 45 m²",2H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
861 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
874 €/m,"block of flats, 33 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
878 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
849 €/m,"block of flats, 33 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
924 €/m,"block of flats, 34 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
861 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
861 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
878 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
867 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
883 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
867 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
861 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
"1,039 €/m","block of flats, 46.5 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
804 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
827 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
804 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
804 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
819 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
880 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
915 €/m,"block of flats, 34 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
922 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
941 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
931 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
889 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
865 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
897 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
906 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
967 €/m,"block of flats, 46.5 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
811 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Olari 
 
    , Koronakatu 1",Available immediately
962 €/m,"block of flats, 43.5 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
905 €/m,"block of flats, 34 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
994 €/m,"block of flats, 46.5 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
"1,160 €/m","block of flats, 21 m²","1h, 1minik, kph, wc","Espoo
    , Leppävaara 
 
    , Porarinkatu 3",Available immediately
846 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
855 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
825 €/m,"block of flats, 32.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
897 €/m,"block of flats, 44.5 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
870 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
881 €/m,"block of flats, 44 m²",2H+KT,"Espoo
    , Vermonniitty 
 
    , Runoratsunkatu 11",Available immediately
889 €/m,"block of flats, 48 m²",2h+kt,"Espoo
    , Matinkylä 
 
    , Etuniementie 1 F-G",Available immediately
874 €/m,"block of flats, 38 m²",1H+KK+S,"Espoo
    , Espoon keskus 
 
    , Kiltakuja 1",Available immediately
890 €/m,"block of flats, 43.5 m²",2h+kt,"Espoo
    , Espoon keskus 
 
    , Kirkkojärventie 10 A21",Available immediately
"2,100 €/m","block of flats, 45 m²","2h, kph, p","Espoo
    , Tapiola 
 
    , Kirjokansi 4",Available immediately
860 €/m,"block of flats, 45.5 m²",2h+kk+s,"Espoo
    , Lintuvaara 
 
    , Kyyhkysmäki 14 A",Available immediately
589.22 €/m,"balcony access block, 37.5 m²",1H+KK+S,"Espoo
    , Leppävaara 
 
    , Nuotiopiha 1 B 29",Available immediately
"1,016.02 €/m","block of flats, 75 m²",3H+K+S,"Espoo
    , Matinkylä 
 
    , Leilitie 1 C 24",Available from 5/11/22
875 €/m,"block of flats, 43 m²",2h+kk,"Espoo
    , Olari 
 
    , Kuvastimentie 1 F",Available immediately
902 €/m,"block of flats, 56.5 m²",2h+k,"Espoo
    , Olari 
 
    , Ylistörmä 1",Available immediately
"1,071 €/m","block of flats, 53 m²",2H+KT+S,"Espoo
    , Kilo 
 
    , Nihtitorpankuja 3",Available immediately
"2,592 €/m","block of flats, 97 m²","4h, k, kph, 2wc, p","Espoo
    , Kivenlahti 
 
    , Aallonhuippu 8",Available from 12/7/21
930 €/m,"block of flats, 48.5 m²",2h+kk+s,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 21 E",Available immediately
378 €/m,"single-family house, 15 m²",15+4 m neliötä,"Espoo
    , Kuurinniitty 
 
    , Kuurinniityntie 13 a",Available immediately
650 €/m,"block of flats, 32 m²",1h+kt+alk.,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 8",Available immediately
859 €/m,"block of flats, 39.5 m²",1H+KT,"Espoo
    , Kivenlahti 
 
    , Marinkallio 8",Available immediately
841 €/m,"block of flats, 42.5 m²",2h+kt,"Espoo
    , Painiitty 
 
    , Lotankatu 8",Available immediately
899 €/m,"block of flats, 54.5 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 15 C",
938 €/m,"block of flats, 59.5 m²",2H+K,"Espoo
    , Suvela 
 
    , Joupinmäenrinne 6",Available immediately
915 €/m,"block of flats, 43.5 m²",2H+KT,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 25",Available immediately
860 €/m,"block of flats, 47.5 m²",2h+kt,"Espoo
    , Espoonlahti 
 
    , Ulappakatu 1 G",Available immediately
887 €/m,"block of flats, 42 m²",2h+k,"Espoo
    , Olari 
 
    , Puolikuu 2 C",Available immediately
"1,095 €/m","block of flats, 60 m²",2h+kk+s,"Espoo
    , Mäkkylä 
 
    , Adjutantinkatu 3 C",Available immediately
898 €/m,"block of flats, 49 m²",2H+KK,"Espoo
    , Pohjois-Tapiola 
 
    , Tietäjäntie 3",Available immediately
942 €/m,"block of flats, 49.5 m²",2H+KT,"Espoo
    , Kilo 
 
    , Nihtitorpankuja 3",Available immediately
720 €/m,"block of flats, 39 m²",2h+kt,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 8",Available immediately
850 €/m,"block of flats, 40 m²",2h+tk,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 2",Available immediately
795 €/m,"block of flats, 35.5 m²",1h+tk,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 2",Available immediately
855 €/m,"block of flats, 45 m²",2h+kt+p,"Espoo
    , Perkkaa 
 
    , Perkkaantie 3",Available immediately
971.68 €/m,"block of flats, 54 m²",2 h + k + s + p,"Espoo
    , Perkkaa 
 
    , Komentajankatu 4 A 5",Available immediately
866 €/m,"block of flats, 43 m²",1H+KT,"Espoo
    , Saunalahti 
 
    , Reelinkikatu 2",Available immediately
799 €/m,"block of flats, 38.5 m²",2h+k,"Espoo
    , Niittymaa 
 
    , Malmiportti 4 A",Available immediately
899 €/m,"block of flats, 47.5 m²",2H+KK+P,"Espoo
    , Olari 
 
    , Kuvastimentie 1 H",Available immediately
672 €/m,"block of flats, 15 m²","Omahuone, jaettu kph","Espoo
    , Otaniemi 
 
    , Kivimiehentie 2",Available immediately
"1,356 €/m","block of flats, 30 m²",,"Espoo
    , Saunalahti 
 
    , Tiimalasintie 6",Available from 12/17/21
543 €/m,"block of flats, 12 m²","1h, yhteistilat","Espoo
    , Kivenlahti 
 
    , Aallonhuippu 4",Available from 12/5/21
"1,061.6 €/m","block of flats, 79.5 m²",3H+K+S,"Espoo
    , Leppävaara 
 
    , Säterinrinne 2 A 06",Available immediately
"1,026.97 €/m","block of flats, 74 m²",3 h + k + s + p,"Espoo
    , Espoon keskus 
 
    , Espoonaukio 7 D 47",Available immediately
823.2 €/m,"block of flats, 77 m²",3H+K+S,"Espoo
    , Suvela 
 
    , Suvelantie 14","Available immediately|Display 12/1/21 
                  
                    3:30 PM"
473 €/m,"block of flats, 10 m²","1h, jaettu kph, yhteistilat","Espoo
    , Kivenlahti 
 
    , Aallonhuippu 4",Available from 12/22/21
